title,latitude,longitude,city,state,category_title,price,stars,star_rating
Living Sky Casino,50.30396,-107.78518,Swift Current,Saskatchewan,Parking Lot,FREE,0,0
Walmart,49.46488,-119.58834,Penticton,British Columbia,Parking Lot,FREE,0,0
Cypress Lake Recreation Site,49.45737,-109.50902,Vidora,Saskatchewan,Provincial Recreation Site,FREE,0,0
Sidley Lake,48.99189,-119.221886,Oroville,Washington,Dept. Fish & Wildlife,FREE,0,0
Similkameen River,48.98662,-119.56848,Loomis,Washington,BLM,FREE,0,0
Miners Flat,48.98085,-119.53099,Loomis,Washington,BLM,FREE,0,0
Cutchie #2,48.9571,-119.71487,Loomis,Washington,Dept. Fish & Wildlife,FREE,0,0
Cutchie #3,48.947414,-119.652275,Loomis,Washington,Dept. Fish & Wildlife,FREE,0,0
Cold Springs Campground,48.937,-119.797,Loomis,Washington,Dept. Natural Resources,FREE,0,0
Chopaka Lake Recreation Site,48.91595,-119.7024,Loomis,Washington,BLM,FREE,0,0
Chopaka Lake Campground,48.91333,-119.70211,Loomis,Washington,Dept. Natural Resources,FREE,0,0
North Fork Nine Mile Campground,48.867,-119.77,Loomis,Washington,Dept. Natural Resources,FREE,0,0
Spectacle Lake,48.81031,-119.54393,Tonasket,Washington,BLM,FREE,0,0
Conners Lake,48.7534,-119.66262,Tonasket,Washington,Dept. Fish & Wildlife,FREE,0,0
Forde Lake,48.73787,-119.66894,Tonasket,Washington,Dept. Fish & Wildlife,FREE,0,0
Sinlahekin Creek,48.69261,-119.695,Tonasket,Washington,Dept. Fish & Wildlife,FREE,0,0
Blue Lake North,48.682922,-119.68804,Tonasket,Washington,Dept. Fish & Wildlife,FREE,0,0
Aeneas Lake,48.67657,-119.50821,Tonasket,Washington,Dept. Fish & Wildlife,FREE,0,0
Blue Lake South,48.671318,-119.68933,Tonasket,Washington,Dept. Fish & Wildlife,FREE,0,0
Hunters Camp Trailhead,48.64482,-119.69658,Tonasket,Washington,Dept. Fish & Wildlife,FREE,0,0
Fish Lake #4,48.61888,-119.70774,Tonasket,Washington,Dept. Fish & Wildlife,FREE,0,0
Fish Lake #5,48.61565,-119.7099,Okanogan,Washington,Dept. Fish & Wildlife,FREE,0,0
Fish Lake #2,48.61405,-119.69135,Tonasket,Washington,Dept. Fish & Wildlife,FREE,0,0
Fish Lake #6,48.612556,-119.705986,Okanogan,Washington,Dept. Fish & Wildlife,FREE,0,0
Bobcat,48.611385,-120.16643,Winthrop,Washington,Dept. Fish & Wildlife,FREE,0,0
Goat Creek Sno-Park,48.58177,-120.37376,Winthrop,Washington,National Forest,FREE,0,0
Boulder Creek,48.579002,-120.174484,Winthrop,Washington,Dept. Fish & Wildlife,FREE,0,0
Lime Belt,48.568367,-119.612076,Okanogan,Washington,Dept. Fish & Wildlife,FREE,0,0
Ramsey Creek,48.542267,-120.14524,Winthrop,Washington,Dept. Fish & Wildlife,FREE,0,0
Cole Ponds,48.539177,-107.46842,Saco,Montana,Dept. Fish & Wildlife,FREE,0,0
O'Sullivan Pond,48.51882,-120.146484,Winthrop,Washington,Dept. Fish & Wildlife,FREE,0,0
Bear Creek #2,48.487717,-120.11645,Winthrop,Washington,Dept. Fish & Wildlife,FREE,0,0
Cougar Lake,48.47652,-120.096016,Winthrop,Washington,Dept. Fish & Wildlife,FREE,0,0
Rock Lakes Campground,48.453377,-119.787994,Okanogan,Washington,Dept. Natural Resources,FREE,0,0
Green Lake,48.45122,-119.62714,Okanogan,Washington,Dept. Fish & Wildlife,FREE,0,0
Beaver Creek,48.432976,-120.02608,Twisp,Washington,Dept. Fish & Wildlife,FREE,0,0
Rock Creek Campground,48.406372,-119.758835,Okanogan,Washington,Dept. Natural Resources,FREE,0,0
Lost Johnny Creek Road,48.27242,-113.98729,Kallispell,Montana,National Forest,FREE,0,0
Giefer Creek Rd,48.26447,-113.42302,Essex,Montana,National Forest,FREE,0,0
Rat Lake,48.17591,-119.8081,Brewster,Washington,Dept. Fish & Wildlife,FREE,0,0
Averill,48.15145,-120.05722,Pateros,Washington,Dept. Fish & Wildlife,FREE,0,0
Bridgeport Bar Unit,48.078484,-119.72792,Brewster,Washington,Dept. Fish & Wildlife,FREE,0,0
Whiskey Rock Bay Campground,48.052654,-116.45338,Bayview,Idaho,National Forest,FREE,0,0
Antilon Lake Campground,47.977867,-120.16289,Manson,Washington,National Forest,FREE,0,0
Forest Road 29,47.956474,-124.220795,Forks,Washington,National Forest,FREE,0,0
Soda Springs Campground,47.86022,-120.96669,Leavenworth,Washington,National Forest,FREE,0,0
East Fork Lost Creek,47.713688,-115.93318,Wallace,Idaho,National Forest,FREE,0,0
Silver Creek,47.65187,-116.095604,Prichard,Idaho,National Forest,FREE,0,0
Bull Run Lake,47.531136,-116.48109,Cataldo,Idaho,BLM,FREE,0,0
Campbell Tree Grove Campground,47.482307,-123.68524,Quinault,Washington,National Forest,FREE,0,0
"50,000 Silver Dollar Casino",47.387325,-115.39943,Haugan,Montana,Parking Lot,FREE,0,0
Telichpah Campground,47.29537,-115.77459,Avery,Idaho,National Forest,FREE,0,0
Mission Ridge,47.293865,-120.39932,Wenatchee,Washington,Parking Lot,FREE,0,0
Teanaway Campground,47.25587,-120.893074,Cle Elum,Washington,Dept. Natural Resources,FREE,0,0
Conrad Crossing Campground,47.160187,-115.41853,Shoshone,Idaho,National Forest,FREE,0,0
Winchester Lake #3,47.14179,-119.63914,Ephrata,Washington,Dept. Fish & Wildlife,FREE,0,0
Camp 3 Campground,47.129925,-116.10286,Calder,Idaho,National Forest,FREE,0,0
Fly Flat Campground,47.113922,-115.38886,Avery,Idaho,National Forest,FREE,0,0
Mammoth Springs Campground,47.10388,-115.630714,Avery,Idaho,National Forest,FREE,0,0
Hughesville Road,47.096294,-110.78789,Monarch,Montana,National Forest,FREE,0,0
Martha Lake,47.09522,-119.8387,Quincy,Washington,Dept. Fish & Wildlife,FREE,0,0
Heller Creek Campground,47.06481,-115.21862,Avery,Idaho,National Forest,FREE,0,0
Cedar Creek Campground,47.050686,-116.28837,Fernwood,Idaho,National Forest,FREE,0,0
Line Creek Stock Camp,47.043636,-115.34959,Avery,Idaho,National Forest,FREE,0,0
Spruce Tree Campground,47.037106,-115.34887,Avery,Idaho,National Forest,FREE,0,0
Carbon River,46.99967,-121.9178,Carbonado,Washington,National Forest,FREE,0,0
Lind Coulee West Bridge Site,46.98966,-119.21,Moses Lake,Washington,Dept. Fish & Wildlife,FREE,0,0
Lind Coulee Island Site,46.986343,-119.222885,Warden,Washington,Dept. Fish & Wildlife,FREE,0,0
Glen Williams Access Site,46.98273,-119.25581,Moses Lake,Washington,Dept. Fish & Wildlife,FREE,0,0
Warden Lake North,46.981014,-119.15911,Warden,Washington,Dept. Fish & Wildlife,FREE,0,0
Mish Landing,46.97671,-60.45423,Dingwall,Nova Scotia,Unknown/Other,FREE,0,0
Blythe,46.96983,-119.33572,Othello,Washington,Dept. Fish & Wildlife,FREE,0,0
Corral Lake,46.969418,-119.31107,Othello,Washington,Dept. Fish & Wildlife,FREE,0,0
Heart Lake,46.931194,-119.1836,Warden,Washington,Dept. Fish & Wildlife,FREE,0,0
Long Lake,46.930313,-119.20278,Warden,Washington,Dept. Fish & Wildlife,FREE,0,0
Cedars Campground,46.87241,-115.07621,Clearwater,Idaho,National Forest,FREE,0,0
Nunnally Lake,46.838856,-119.90548,Royal City,Washington,Dept. Fish & Wildlife,FREE,0,0
Grandad Recreation Area,46.824036,-115.91313,Clearwater,Idaho,Army Corps Of Engineers,FREE,0,0
Elk Creek Service Camps,46.792908,-116.17539,Elk River,Idaho,National Forest,FREE,0,0
Little Meadow Creek Campground,46.791393,-115.95395,Clearwater,Idaho,Army Corps Of Engineers,FREE,0,0
Spring Valley Reservoir,46.786285,-116.75544,Troy,Idaho,Dept. Fish & Wildlife,FREE,0,0
Partridge Creek Camp,46.784294,-116.14834,Elk River,Idaho,National Forest,FREE,0,0
Illia Landing,46.69616,-117.47333,Pomeroy,Washington,Army Corps Of Engineers,FREE,0,0
Willows Landing,46.682,-117.74924,Pomeroy,Washington,Army Corps Of Engineers,FREE,0,0
Fourth of July Trailhead,46.664097,-115.37927,Headquarters,Idaho,National Forest,FREE,0,0
Offield Landing,46.652737,-117.419075,Pomeroy,Washington,Army Corps Of Engineers,FREE,0,0
Weitas Creek Campground,46.63861,-115.43333,Clearwater,Idaho,National Forest,FREE,0,0
Orogrande Creek Camp,46.602077,-115.53009,Headquarters,Idaho,National Forest,FREE,0,0
Lyons Ferry Park,46.593754,-118.2211,LaCrosse,Washington,Army Corps Of Engineers,FREE,0,0
Riparia,46.576954,-118.09079,LaCrosse,Washington,Army Corps Of Engineers,FREE,0,0
Devils Bench,46.567173,-118.538216,Kahlotus,Washington,Army Corps Of Engineers,FREE,0,0
Bevin Lake Rest Area,46.55271,-121.73648,Randle,Washington,Rest Area,FREE,0,0
Matthews Boat Ramp,46.54891,-118.55075,Pasco,Washington,Army Corps Of Engineers,FREE,0,0
Windust Park,46.534058,-118.58044,Pasco,Washington,Army Corps Of Engineers,FREE,0,0
Clover Flats Campground,46.507145,-121.176956,Yakima,Washington,Dept. Natural Resources,FREE,0,0
Squaw Creek Road,46.50695,-114.86635,Kooskia,Idaho,National Forest,FREE,0,0
Ringold Springs,46.506317,-119.25364,Mesa,Washington,Dept. Fish & Wildlife,FREE,0,0
Gibbs Eddy River Access,46.480385,-116.753006,Lapwai,Idaho,Dept. Fish & Wildlife,FREE,0,0
Colgate Camp,46.46766,-114.94354,Kooskia,Idaho,National Forest,FREE,0,0
Walmart,46.464573,-84.36696,Sault Sainte Marie,Michigan,Parking Lot,FREE,0,0
Rocky Ridge Lake Campground,46.44127,-115.49176,Kooskia,Idaho,National Forest,FREE,0,0
Walker Pit Habitat Management Unit,46.4302,-118.63369,Prescott,Washington,Army Corps Of Engineers,FREE,0,0
Sault Sainte Marie Rest Area,46.42365,-84.39169,Sault Sainte Marie,Michigan,Rest Area,FREE,0,0
Raco Airfield,46.35279,-84.82901,Brimley,Michigan,National Forest,FREE,0,0
Juniper Dunes Wilderness Area,46.343975,-118.951004,Pasco,Washington,BLM,FREE,0,0
Sheep Creek Dam State Recreation Area,46.338276,-101.84971,Elgin,North Dakota,State Park,FREE,0,0
Forest Boundary Campground,46.292973,-117.55853,Pomeroy,Washington,National Forest,FREE,0,0
Pataha Campground,46.29173,-117.51447,Pomeroy,Washington,National Forest,FREE,0,0
Alder Thicket Campground,46.258823,-117.5669,Pomeroy,Washington,National Forest,FREE,0,0
Teal Spring Campground,46.18859,-117.57196,Pomeroy,Washington,National Forest,FREE,0,0
Wickiup Campground,46.13633,-117.43707,Pomeroy,Washington,National Forest,FREE,0,0
Godman Campground & Trailhead,46.09969,-117.78634,Dayton,Washington,National Forest,FREE,0,0
Island Camp,46.082787,-121.37946,Glenwood,Washington,Dept. Natural Resources,FREE,0,0
Ebson #3,46.07097,-117.00464,Anatone,Washington,Dept. Fish & Wildlife,FREE,0,0
Ebson #1,46.06276,-116.9948,Anatone,Washington,Dept. Fish & Wildlife,FREE,0,0
Race Track Campground,46.046688,-115.294624,Kooskia,Idaho,National Forest,FREE,0,0
Botts,46.03737,-117.252525,Anatone,Washington,Dept. Fish & Wildlife,FREE,0,0
Bezona,46.035202,-117.2732,Anatone,Washington,Dept. Fish & Wildlife,FREE,0,0
Boney Falls Basin Campground,45.992268,-87.270996,Cornell,Michigan,County Park,FREE,0,0
Stinson Flats,45.92419,-121.11035,Goldendale,Washington,Dept. Fish & Wildlife,FREE,0,0
Mineral Springs,45.82027,-121.11758,Klickitat,Washington,Dept. Fish & Wildlife,FREE,0,0
Roosevelt Park,45.732098,-120.22203,Roosevelt,Washington,Army Corps Of Engineers,FREE,0,0
Rock Creek Park,45.71956,-120.46099,Goldendale,Washington,Army Corps Of Engineers,FREE,0,0
Sundale Park,45.719097,-120.31551,Goldendale,Washington,Army Corps Of Engineers,FREE,0,0
Island Resort & Casino,45.702003,-87.33794,Harris,Michigan,Parking Lot,FREE,0,0
Jewett Cove,45.68717,-69.55088,Greenville,Maine,Dept. Fish & Wildlife,FREE,0,0
County O Landing,45.67901,-92.8753,Grantsburg,Wisconsin,National Park,FREE,0,0
Avery Recreation Area,45.66244,-121.035904,Lyle,Washington,Army Corps Of Engineers,FREE,0,0
Walmart,45.626152,-84.48063,Cheboygan,Michigan,Parking Lot,FREE,0,0
Notch Bottom Campground,45.43741,-112.56518,Twin Bridges,Montana,Dept. Fish & Wildlife,FREE,0,0
Sunny Brook Springs,45.308174,-110.882996,Emigrant,Montana,Dept. Fish & Wildlife,FREE,0,0
Hebo Lake,45.231,-123.797,Beaver,Oregon,National Forest,FREE,0,0
South Lake,45.202,-123.72,Beaver,Oregon,National Forest,FREE,0,0
Bear Creek Campground,45.157337,-111.55563,Cameron,Montana,National Forest,FREE,0,0
Big Bar Camping Area,45.12414,-116.74253,Council,Idaho,National Forest,FREE,0,0
Third Lake Outlet Campsite,45.089478,-67.86326,Grand Lake Stream,Maine,Dept. Natural Resources,FREE,0,0
Richel Lodge,45.081978,-109.37775,Red Lodge,Montana,National Forest,FREE,0,0
Fifth Stream Campsite,45.049522,-68.00992,Grand Lake Stream,Maine,Dept. Natural Resources,FREE,0,0
Rock Creek,45.046455,-109.4247,Red Lodge,Montana,National Forest,FREE,0,0
Akwesasne Mohawk Casino,44.968708,-74.64151,Hogansburg,New York,Parking Lot,FREE,0,0
Deadman Campground,44.96325,-115.66133,Yellow Pine,Idaho,National Forest,FREE,0,0
West Branch Campsite,44.959183,-67.87298,Wesley,Maine,Dept. Natural Resources,FREE,0,0
Log Landing Campsite,44.95706,-67.872604,Wesley,Maine,Dept. Natural Resources,FREE,0,0
TeePee Creek Campground,44.94027,-115.73871,Yellow Pine,Idaho,National Forest,FREE,0,0
Airline Rips Campsite,44.907356,-67.835335,Wesley,Maine,Dept. Natural Resources,FREE,0,0
Boyd Ridge,44.896725,-107.83317,Dayton,Wyoming,National Forest,FREE,0,0
Ice Hole Campground,44.887356,-115.50023,Cascade,Idaho,National Forest,FREE,0,0
Reversing Falls Park,44.883373,-67.13344,Pembroke,Maine,City Park,FREE,0,0
Amsden Meadows Campground,44.877773,-107.33948,Dayton,Wyoming,Dept. Fish & Wildlife,FREE,0,0
Freeze Out Point,44.8609,-107.4419,Dayton,Wyoming,National Forest,FREE,0,0
Vice Road,44.858906,-74.7781,Brasher Falls,New York,State Forest,FREE,0,0
Tongue Canyon Campground,44.84706,-107.32962,Dayton,Wyoming,Dept. Fish & Wildlife,FREE,0,0
Dayton Gulch,44.844143,-107.7554,Dayton,Wyoming,National Forest,FREE,0,0
Forest Road 168,44.828533,-107.55096,Dayton,Wyoming,National Forest,FREE,0,0
LaRue Public Access Road,44.828068,-74.766846,Brasher Falls,New York,State Forest,FREE,0,0
Devil's Canyon Road,44.82058,-107.82183,Lovell,Wyoming,National Forest,FREE,0,0
Fool Creek Basin,44.812332,-107.56908,Dayton,Wyoming,National Forest,FREE,0,0
Schuler Park,44.81123,-107.61223,Dayton,Wyoming,National Forest,FREE,0,0
Forest Road 536,44.807205,-107.55406,Dayton,Wyoming,National Forest,FREE,0,0
Gold Creek,44.807064,-107.797066,Dayton,Wyoming,National Forest,FREE,0,0
Lake Creek,44.79607,-107.687965,Dayton,Wyoming,National Forest,FREE,0,0
Little Bald Mountain,44.78469,-107.77655,Dayton,Wyoming,National Forest,FREE,0,0
Cherry Creek Campground,44.751064,-111.26401,West Yellowstone,Montana,National Forest,FREE,0,0
Avery Lot Road,44.73294,-74.46022,North Bangor,New York,State Forest,FREE,0,0
Conservation Road,44.730843,-74.504654,Dickinson Center,New York,State Forest,FREE,0,0
Deer Creek,44.719612,-74.47997,Dickinson Center,New York,State Forest,FREE,0,0
Bootjack,44.57808,-111.34099,Island Park,Idaho,BLM,FREE,0,0
East Oxbow Camping Area,44.51666,-104.0839,Beulah,Wyoming,Dept. Fish & Wildlife,FREE,0,0
Rogers Camping Area,44.515755,-104.089195,Beulah,Wyoming,Dept. Fish & Wildlife,FREE,0,0
Rod & Gun Camping Area,44.515705,-104.09787,Beulah,Wyoming,Dept. Fish & Wildlife,FREE,0,0
West Oxbow Camping Area,44.513287,-104.102455,Beulah,Wyoming,Dept. Fish & Wildlife,FREE,0,0
Mountain Pond,44.476093,-74.27619,Paul Smiths,New York,State Forest,FREE,0,0
Slush Pond,44.468086,-74.316055,Paul Smiths,New York,State Forest,FREE,0,0
Round Lake,44.442,-121.783,Sisters,Oregon,National Forest,FREE,0,0
Little Nash Sno-Park,44.432194,-121.95833,Sisters,Oregon,National Forest,FREE,0,0
Downerville Road,44.4251,-75.106705,Russell,New York,State Forest,FREE,0,0
Forest Road 002,44.420834,-112.24157,Spencer,Idaho,National Forest,FREE,0,0
Van Noy Canyon,44.411697,-112.21226,Spencer,Idaho,National Forest,FREE,0,0
Ray Benson Sno-Park,44.40494,-121.864296,Sisters,Oregon,National Forest,FREE,0,0
Peter Skene Ogden Scenic Viewpoint,44.39046,-121.19274,Terrebonne,Oregon,Rest Area,FREE,0,0
Cottonwood Campground,44.389126,-119.85523,Dayville,Oregon,National Forest,FREE,0,0
Deschutes River BLM,44.36675,-121.262276,Terrebonne,Oregon,BLM,FREE,0,0
Forest Road 323,44.36116,-112.27869,Spencer,Idaho,National Forest,FREE,0,0
Floodwood Road,44.340694,-74.396454,Saranac Lake,New York,State Forest,FREE,0,0
Big Springs Campground,44.33125,-119.99138,Paulina,Oregon,National Forest,FREE,0,0
Little River Casino Resort,44.284534,-86.245445,Manistee,Michigan,Parking Lot,FREE,0,0
Hanna Road Dispersed,44.26589,-103.8476,Lead,South Dakota,National Forest,FREE,0,0
Pole Bridge Campground,44.26293,-111.28885,Island Park,Idaho,National Forest,FREE,0,0
Highway 201 BLM,44.26261,-117.12756,Huntington,Oregon,BLM,FREE,0,0
Haystack Road,44.25021,-71.57883,Bethlehem,New Hampshire,National Forest,FREE,0,0
Axton Landing,44.20387,-74.3259,Tupper Lake,New York,State Forest,FREE,0,0
Black Pine Spring,44.19668,-121.61479,Sisters,Oregon,National Forest,FREE,0,0
Lower Three Creek Sno-Park,44.1777,-121.62351,Sisters,Oregon,National Forest,FREE,0,0
Upper Three Creek Sno-Park,44.160275,-121.638374,Sisters,Oregon,National Forest,FREE,0,0
Cooper Creek Road,44.11258,-86.368576,Free Soil,Michigan,National Forest,FREE,0,0
Alfalfa Curves Staging Area,44.066914,-120.94842,Prineville,Oregon,BLM,FREE,0,0
Four Corners Staging Area,44.06267,-120.91649,Prineville,Oregon,BLM,FREE,0,0
Sparks Lake,44.016846,-121.733795,Bend,Oregon,National Forest,FREE,0,0
Edison Butte Sno-Park,43.932583,-121.59893,Bend,Oregon,National Forest,FREE,0,0
Forest Road 9710,43.9231,-121.34657,Bend,Oregon,National Forest,FREE,0,0
Ford Road Staging Area,43.873955,-120.987686,Bend,Oregon,BLM,FREE,0,0
Ludington Rest Area,43.868107,-86.4162,Ludington,Michigan,Rest Area,FREE,0,0
Highway 58 Pull Off Campsite,43.85695,-122.673546,Lowell,Oregon,National Forest,FREE,0,0
Swamp Wells Campground,43.85339,-121.215935,La Pine,Oregon,National Forest,FREE,0,0
South Leigh Creek,43.814213,-111.01012,Alta,Wyoming,National Forest,FREE,0,0
Pine Mountain Campground,43.79093,-120.94292,Bend,Oregon,National Forest,FREE,0,0
Toppings,43.76558,-110.53759,Moose,Wyoming,National Forest,FREE,0,0
Teton Creek,43.756435,-110.9367,Alta,Wyoming,National Forest,FREE,0,0
Big Eddy-Rainey Campground,43.75151,-111.20433,Tetonia,Idaho,Dept. Fish & Wildlife,FREE,0,0
Uncle Johns Gulch,43.73347,-114.27328,Sun Valley,Idaho,National Forest,FREE,0,0
Baja Off-Road Vehicle Use Area,43.711506,-102.10086,Scenic,South Dakota,National Forest,FREE,0,0
Sand Springs Campground,43.707905,-120.847786,Bend,Oregon,National Forest,FREE,0,0
10 Mile Sno-Park,43.706253,-121.327034,La Pine,Oregon,National Forest,FREE,0,0
Darby Canyon Road,43.67939,-110.98801,Alta,Wyoming,National Forest,FREE,0,0
Palmer Pond,43.644226,-73.870186,Chestertown,New York,State Forest,FREE,0,0
Honey's Park Camping,43.628647,-113.29612,Arco,Idaho,Campground,FREE,0,0
Gros Ventre Wilderness,43.62095,-110.47533,Jackson,Wyoming,National Forest,FREE,0,0
Soaring Eagle Casino & Resort,43.607784,-84.70614,Mount Pleasant,Michigan,Parking Lot,FREE,0,0
Claybanks Township Park,43.530613,-86.485565,New Era,Michigan,County Park,FREE,0,0
Towsley Road,43.522026,-76.08107,Pulaski,New York,State Forest,FREE,0,0
Mohawk Restaurant RV & Truck Parking,43.462955,-121.69579,Crescent,Oregon,Parking Lot,FREE,0,0
Coffee Cup Fuel Stop,43.398968,-103.39565,Hot Springs,South Dakota,Parking Lot,FREE,0,0
Bear Slide,43.39753,-73.874916,Lake Luzerne,New York,State Forest,FREE,0,0
Christmas Valley Sand Dunes,43.35204,-120.3863,Christmas Valley,Oregon,BLM,FREE,0,0
Pikes Beach,43.346165,-73.86323,Hadley,New York,State Forest,FREE,0,0
Russell Creek,43.344036,-111.22184,Irwin,Idaho,National Forest,FREE,0,0
Below The Dam Camping Area,43.33957,-111.21021,Irwin,Idaho,National Forest,FREE,0,0
South Glen Falls Historic Park,43.303013,-73.64177,South Glens Falls,New York,City Park,FREE,0,0
Clearwater Forebay Number 1,43.256268,-122.31579,Clearwater,Oregon,National Forest,FREE,0,0
Cliff Creek Road,43.245964,-110.49857,Jackson,Wyoming,National Forest,FREE,0,0
Walmart,43.192352,-77.49948,Webster,New York,Parking Lot,FREE,0,0
Beaver Marsh Rest Area Southbound,43.17757,-121.78582,Chemult,Oregon,Rest Area,FREE,0,0
Brooks Memorial Park,43.177,-101.732,Martin,South Dakota,County Park,FREE,0,0
Beaver Marsh Rest Area Northbound,43.17243,-121.78598,Chemult,Oregon,Rest Area,FREE,0,0
Hodson Memorial Park,43.169,-101.731,Martin,South Dakota,County Park,FREE,0,0
Fisherman Creek Road,43.16858,-110.28856,Bondurant,Wyoming,National Forest,FREE,0,0
Clio Rest Area Southbound,43.15814,-83.76668,Clio,Michigan,Rest Area,FREE,0,0
Dodge Road Rest Area Northbound,43.156513,-83.76065,Clio,Michigan,Rest Area,FREE,0,0
Eagle Lake State Game Management Area,43.137672,-93.729416,Britt,Iowa,Dept. Fish & Wildlife,FREE,0,0
Vernon Downs,43.07,-75.52963,Vernon,New York,Parking Lot,FREE,0,0
Kelley Stand,43.05883,-72.95736,Stratton,Vermont,National Forest,FREE,0,0
Batavia Downs,43.01167,-78.209015,Batavia,New York,Parking Lot,FREE,0,0
Summer Lake Rest Area,42.97251,-120.777794,Summer Lake,Oregon,Rest Area,FREE,0,0
Tendall Road,42.971718,-115.82967,Bruneau,Idaho,BLM,FREE,0,0
Finger Lakes Gaming & Racetrack,42.970585,-77.34612,Farmington,New York,Parking Lot,FREE,0,0
Crane Falls Lake,42.962006,-115.83959,Bruneau,Idaho,BLM,FREE,0,0
Walmart,42.910324,-112.46505,Chubbuck,Idaho,Parking Lot,FREE,0,0
Highway Well Rest Area,42.83433,-120.02876,Lakeview,Oregon,Parking Lot,FREE,0,0
Cherry Valley Rest Area,42.818462,-74.71649,Cherry Valley,New York,Rest Area,FREE,0,0
Bordeaux Wildlife Management Area,42.807335,-102.8988,Chadron,Nebraska,Dept. Fish & Wildlife,FREE,0,0
